,LINE,EXCLUDE,DEFINE,CLASS,FUNC,FORM,BW,#BW_EXTENDED,VARIANT,GLOSS,FEAT,COND-T,COND-S,EXAMPLES,D3SEG,D3TOK,ATBSEG,ATBTOK,STATUS,COMMENTS,NOTES
380,347,,MORPH,[CVSuff],CVSuff.2MS,_,(null)/CVSUFF_SUBJ:2MS,(null)/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,#-iy||#-}iy !enc0:2*,z-suff #^i,امضِ,,,,,,,
381,348,,MORPH,[CVSuff],CVSuff.2MS,a,a/CVSUFF_SUBJ:2MS,a/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,gem !enc0:2*,v-suff a-suff,مدَّ,,,,,,,
382,349,,MORPH,[CVSuff],CVSuff.2MS,o,o/CVSUFF_SUBJ:2MS,o/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,else !enc0:2*,z-suff c-suff,اكتبْ,,,,,,,
383,350,,MORPH,[CVSuff],CVSuff.2D,aA,A/CVSUFF_SUBJ:2D,A/CVSUFF_SUBJ:2D,MSA,[du.],asp:c per:2 gen:u num:d mod:i,else !enc0:2*,v-suff A-suff,اكتبَا,,,,,,,
384,351,,MORPH,[CVSuff],CVSuff.2D,_,(null)/CVSUFF_SUBJ:2D,(null)/CVSUFF_SUBJ:2D,MSA,[du.],asp:c per:2 gen:u num:d mod:i,#-a> !enc0:2*,A-null z-suff,اقرآ,,,,,,,
385,352,,MORPH,[CVSuff],CVSuff.2MP,awo,aw/CVSUFF_SUBJ:2MP,aw/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,#-aA||#-aY enc0 !enc0:2*,v-suff w-suff,اصحَوْها,,awoA,,awoA,,,
386,353,,MORPH,[CVSuff],CVSuff.2MP,awoAo,awA/CVSUFF_SUBJ:2MP,awA/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,#-aA||#-aY else !enc0:2*,v-suff w-suff,اصحَوْا,,,,,,,
387,354,,MORPH,[CVSuff],CVSuff.2MP,uw,uw/CVSUFF_SUBJ:2MP,uw/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,else enc0 !enc0:2*,v-suff w-suff,اكتبُوها,,uwA,,uwA,,,
388,355,,MORPH,[CVSuff],CVSuff.2MP,uwAo,uwA/CVSUFF_SUBJ:2MP,uwA/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,else else !enc0:2*,v-suff w-suff,اكتبُوا,,,,,,,
389,356,,MORPH,[CVSuff],CVSuff.2FS,o,o/CVSUFF_SUBJ:2FS,o/CVSUFF_SUBJ:2FS,MSA,[fem.sg.],asp:c per:2 gen:f num:s mod:i,#-aA||#-aY !enc0:2*,z-suff c-suff #^ay,اصحَيْ,,,,,,,
390,357,,MORPH,[CVSuff],CVSuff.2FS,iy,iy/CVSUFF_SUBJ:2FS,iy/CVSUFF_SUBJ:2FS,MSA,[fem.sg.],asp:c per:2 gen:f num:s mod:i,else !enc0:2*,v-suff y-suff #^iy,اكتبِي,,,,,,,
391,358,,MORPH,[CVSuff],CVSuff.2FP,~a,~a/CVSUFF_SUBJ:2FP,~a/CVSUFF_SUBJ:2FP,MSA,[fem.pl.],asp:c per:2 gen:f num:p mod:i,#n !enc0:2*,c-suff,اسكنَّ,,,,,,,
392,359,,MORPH,[CVSuff],CVSuff.2FP,ona,na/CVSUFF_SUBJ:2FP,na/CVSUFF_SUBJ:2FP,MSA,[fem.pl.],asp:c per:2 gen:f num:p mod:i,else !enc0:2*,c-suff,اكتبْنَ,,,,,,,
393,,,,Command Verb Suffixes - Energetic Mood (treating the heavy and light nun tawkid as free variants),,,,,,,,,,,,,,,,,
394,360,,MORPH,[CVSuff.E],CVSuff.2MS,ano,ano/CVSUFF_SUBJ:2MS_MOOD:E,ano/CVSUFF_SUBJ:2MS_MOOD:E,MSA||CA,[masc.sg.],asp:c per:2 gen:m num:s mod:e,!enc0:2*,v-suff a-suff,اكتبَنْ,,,,,,,
395,361,,MORPH,[CVSuff.E],CVSuff.2MP,awuno,awuno/CVSUFF_SUBJ:2MP_MOOD:E,awuno/CVSUFF_SUBJ:2MP_MOOD:E,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:e,#-aY||#-aA !enc0:2*,v-suff w-suff,اصحَوُنْ,,,,,,,
396,362,,MORPH,[CVSuff.E],CVSuff.2MP,uno,uno/CVSUFF_SUBJ:2MP_MOOD:E,uno/CVSUFF_SUBJ:2MP_MOOD:E,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:e,else !enc0:2*,v-suff u-suff,اكتبُنْ,,,,,,,
397,363,,MORPH,[CVSuff.E],CVSuff.2FS,ayino,ayino/CVSUFF_SUBJ:2FS_MOOD:E,ayino/CVSUFF_SUBJ:2FS_MOOD:E,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:e,#-aY||#-aA !enc0:2*,v-suff y-suff,اصحَيِنْ,,,,,,,
398,364,,MORPH,[CVSuff.E],CVSuff.2FS,ino,ino/CVSUFF_SUBJ:2FS_MOOD:E,ino/CVSUFF_SUBJ:2FS_MOOD:E,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:e,else !enc0:2*,v-suff i-suff,اكتبِنْ,,,,,,,
399,365,,MORPH,[CVSuff.E],CVSuff.2FP,~aAn~i,~An~i/CVSUFF_SUBJ:2FP_MOOD:E,~An~i/CVSUFF_SUBJ:2FP_MOOD:E,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:e,#n !enc0:2*,c-suff #^i,اسكنَّانِّ,,,,,,,
400,366,,MORPH,[CVSuff.E],CVSuff.2FP,onaAn~i,nAn~i/CVSUFF_SUBJ:2FP_MOOD:E,nAn~i/CVSUFF_SUBJ:2FP_MOOD:E,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:e,else !enc0:2*,c-suff #^i,اكتبنانِّ,,,,,,,
401,367,,MORPH,[CVSuff.E],CVSuff.2D,n~i,n~i/CVSUFF_SUBJ:2D_MOOD:E,n~i/CVSUFF_SUBJ:2D_MOOD:E,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:e,#-a> !enc0:2*,A-null #^i,اقرآنِّ,,,,,,,
402,368,,MORPH,[CVSuff.E],CVSuff.2D,aAn~i,An~i/CVSUFF_SUBJ:2D_MOOD:E,An~i/CVSUFF_SUBJ:2D_MOOD:E,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:e,else !enc0:2*,v-suff A-suff #^i,اكتبانِّ,,,,,,,
403,,,,Command Verb Suffixes - Extra Energetic Mood (treating the heavy and light nun tawkid as free variants),,,,,,,,,,,,,,,,,
404,369,,MORPH,[CVSuff.X],CVSuff.2MS,an~a,an~a/CVSUFF_SUBJ:2MS_MOOD:X,an~a/CVSUFF_SUBJ:2MS_MOOD:X,MSA||CA,[masc.sg.],asp:c per:2 gen:m num:s mod:x,!enc0:2*,v-suff a-suff,اكتبَنَّ,,,,,,,
405,370,,MORPH,[CVSuff.X],CVSuff.2MP,awun~a,awun~a/CVSUFF_SUBJ:2MP_MOOD:X,awun~a/CVSUFF_SUBJ:2MP_MOOD:X,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:x,#-aY||#-aA||#->ay !enc0:2*,v-suff w-suff,اصحَوُنَّ,,,,,,,
406,371,,MORPH,[CVSuff.X],CVSuff.2MP,un~a,un~a/CVSUFF_SUBJ:2MP_MOOD:X,un~a/CVSUFF_SUBJ:2MP_MOOD:X,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:x,else !enc0:2*,v-suff u-suff,اكتبُنَّ,,,,,,,
407,372,,MORPH,[CVSuff.X],CVSuff.2FS,ayin~a,ayin~a/CVSUFF_SUBJ:2FS_MOOD:X,ayin~a/CVSUFF_SUBJ:2FS_MOOD:X,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:x,#-aY||#-aA||#->ay !enc0:2*,v-suff y-suff,اصحَيِنَّ,,,,,,,
408,373,,MORPH,[CVSuff.X],CVSuff.2FS,in~a,in~a/CVSUFF_SUBJ:2FS_MOOD:X,in~a/CVSUFF_SUBJ:2FS_MOOD:X,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:x,else !enc0:2*,v-suff i-suff,اكتبِنَّ,,,,,,,
409,374,,MORPH,[CVSuff.X],CVSuff.2FP,~aAn~i,~An~i/CVSUFF_SUBJ:2FP_MOOD:X,~An~i/CVSUFF_SUBJ:2FP_MOOD:X,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:x,#n !enc0:2*,c-suff #^i,اسكنَّانِّ,,,,,,,
410,375,,MORPH,[CVSuff.X],CVSuff.2FP,onaAn~i,nAn~i/CVSUFF_SUBJ:2FP_MOOD:X,nAn~i/CVSUFF_SUBJ:2FP_MOOD:X,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:x,else !enc0:2*,c-suff #^i,اكتبنانِّ,,,,,,,
411,376,,MORPH,[CVSuff.X],CVSuff.2D,n~i,n~i/CVSUFF_SUBJ:2D_MOOD:X,n~i/CVSUFF_SUBJ:2D_MOOD:X,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:x,#-a> !enc0:2*,A-null #^i,اقرآنِّ,,,,,,,
412,377,,MORPH,[CVSuff.X],CVSuff.2D,aAn~i,An~i/CVSUFF_SUBJ:2D_MOOD:X,An~i/CVSUFF_SUBJ:2D_MOOD:X,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:x,else !enc0:2*,v-suff A-suff #^i,اكتبَانِّ,,,,,,,
413,,,,Pronomonial clitics,,,,,,,,,,,,,,,,,
414,378,,MORPH,[PRON.V],_,_,_,_,MSA,_,enc0:0,_,_,يَكتب,,,,,,,
415,379,RED,MORPH,[PRON.V],niy/PRON.1S,niy,niy/XVSUFF_DO:1S,niy/XVSUFF_DO:1S,MSA,me,enc0:1s_dobj,trans||ditrans,enc0 enc0:1* enc0#^i,يَكتبنِي,_+niy,_+niy,_+niy,_+niy,,,
416,380,RED,MORPH,[PRON.V],nA/PRON.1P,naA,nA/XVSUFF_DO:1P,nA/XVSUFF_DO:1P,MSA,us,enc0:1p_dobj,trans||ditrans,enc0 enc0:1*,يَكتبنَا,_+naA,_+naA,_+naA,_+naA,,,
417,381,RED,MORPH,[PRON.V],kum/PRON.2MP,kumo,kum/XVSUFF_DO:2MP,kum/XVSUFF_DO:2MP,MSA,you [masc.pl],enc0:2mp_dobj,trans||ditrans else,enc0 enc0:2*,يكتبكُمْ,_+kumo,_+kumo,_+kumo,_+kumo,,,
418,382,RED,MORPH,[PRON.V],kum/PRON.2MP,kumuw,kumuw/XVSUFF_DO:2MP,kumuw/XVSUFF_DO:2MP,MSA,you [masc.pl],enc0:2mp_dobj,trans||ditrans enc1,enc0 enc0:2*,اسقيكُمُوها,_+kumuw,_+kum ,_+kumuw,_+kum ,,,
419,383,RED,MORPH,[PRON.V],ki/PRON.2FS,ki,ki/XVSUFF_DO:2FS,ki/XVSUFF_DO:2FS,MSA,you [fem.sg.],enc0:2fs_dobj,trans||ditrans,enc0 enc0:2* enc0#^i,يكتبكِ,_+ki,_+ki,_+ki,_+ki,,,
420,384,RED,MORPH,[PRON.V],kumA/PRON.2D,kumaA,kumA/XVSUFF_DO:2D,kumA/XVSUFF_DO:2D,MSA,you [du],enc0:2d_dobj,trans||ditrans,enc0 enc0:2*,يكتبكُمَا,_+kumaA,_+kumaA,_+kumaA,_+kumaA,,,
421,385,RED,MORPH,[PRON.V],ka/PRON.2MS,ka,ka/XVSUFF_DO:2MS,ka/XVSUFF_DO:2MS,MSA,you [masc.sg],enc0:2ms_dobj,trans||ditrans,enc0 enc0:2*,يكتبكَ,_+ka,_+ka,_+ka,_+ka,,,
422,386,RED,MORPH,[PRON.V],kun~a/PRON.2FP,kun~a,kun~a/XVSUFF_DO:2FP,kun~a/XVSUFF_DO:2FP,MSA,you [fem.pl],enc0:2fp_dobj,trans||ditrans,enc0 enc0:2*,يكتبكُنَّ,_+kun~a,_+kun~a,_+kun~a,_+kun~a,,,
423,387,,MORPH,[PRON.V],hu/PRON.3MS,hu,hu/XVSUFF_DO:3MS,hu/XVSUFF_DO:3MS,MSA,him,enc0:3ms_dobj,trans||ditrans else,enc0,يكتبهُ,_+hu,_+hu,_+hu,_+hu,,,
424,388,,MORPH,[PRON.V],hu/PRON.3MS,hi,hi/XVSUFF_DO:3MS,hi/XVSUFF_DO:3MS,MSA,him,enc0:3ms_dobj,trans||ditrans #^i||#^iy||#^ay,enc0 enc0#^i,تكتبيهِ,_+hi,_+hu,_+hi,_+hu,,,
425,389,RED,MORPH,[PRON.V],hA/PRON.3FS,haA,hA/XVSUFF_DO:3FS,hA/XVSUFF_DO:3FS,MSA,her,enc0:3fs_dobj,trans||ditrans,enc0,يكتبهَا,_+haA,_+haA,_+haA,_+haA,,,
426,390,RED,MORPH,[PRON.V],humA/PRON.3D,humaA,humA/XVSUFF_DO:3D,humA/XVSUFF_DO:3D,MSA,them [du],enc0:3d_dobj,trans||ditrans else,enc0,يكتبهُمَا,_+humaA,_+humaA,_+humaA,_+humaA,,,
427,391,RED,MORPH,[PRON.V],humA/PRON.3D,himaA,himA/XVSUFF_DO:3D,himA/XVSUFF_DO:3D,MSA,them [du],enc0:3d_dobj,trans||ditrans #^i||#^iy||#^ay,enc0,تكتبيهِمَا,_+himaA,_+humaA,_+himaA,_+humaA,,,
428,392,RED,MORPH,[PRON.V],hum/PRON.3MP,humo,hum/XVSUFF_DO:3MP,hum/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans||ditrans else else,enc0,يكتبهُمْ,_+humo,_+humo,_+humo,_+humo,,,
429,393,RED,MORPH,[PRON.V],hum/PRON.3MP,himo,him/XVSUFF_DO:3MP,him/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans||ditrans else #^i||#^iy||#^ay,enc0,تكتبيهِمْ,_+himo,_+humo,_+himo,_+humo,,,
430,394,RED,MORPH,[PRON.V],hum/PRON.3MP,humuw,humuw/XVSUFF_DO:3MP,humuw/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans||ditrans enc1 else,enc0,اسقتهُمُوك,_+humuw,_+hum ,_+humuw,_+hum ,,,
431,395,RED,MORPH,[PRON.V],hum/PRON.3MP,himuw,himuw/XVSUFF_DO:3MP,himuw/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans||ditrans enc1 #^i||#^iy||#^ay,enc0,تسقيهِمُوك,_+himuw,_+hum ,_+himuw,_+hum ,,,
432,396,RED,MORPH,[PRON.V],hun~a/PRON.3FP,hun~a,hun~a/XVSUFF_DO:3FP,hun~a/XVSUFF_DO:3FP,MSA,them [fem.pl],enc0:3fp_dobj,trans||ditrans else,enc0,يكتبهُنَّ,_+hun~a,_+hun~a,_+hun~a,_+hun~a,,,
433,397,RED,MORPH,[PRON.V],hun~a/PRON.3FP,hin~a,hin~a/XVSUFF_DO:3FP,hin~a/XVSUFF_DO:3FP,MSA,them [fem.pl],enc0:3fp_dobj,trans||ditrans #^i||#^iy||#^ay,enc0,تكتبيهِنَّ,_+hin~a,_+hun~a,_+hin~a,_+hun~a,,,
434,,,,Second Pronomonial clitics,,Verb must be ditransitive; Enc0 must be filled; 1st and 2nd person cannot repeat; harmony sentsitive to first pron:  AaETi+niy+him,,,,,,,,,,,,,,,
435,398,,MORPH,[PRON2],_,_,_,_,MSA||CA,_,enc1:0,_,_,يُعطي، يُعطيه,,,,,,,
436,399,RED,MORPH,[PRON2],niy/PRON.1S,niy,niy/XVSUFF_DO:1S,niy/XVSUFF_DO:1S,MSA||CA,me,enc1:1s_dobj,ditrans enc0 !enc0:1*,enc1 enc1:1*,يُعطيهانِي,_+niy,_+niy,_+niy,_+niy,,,
437,400,RED,MORPH,[PRON2],nA/PRON.1P,naA,nA/XVSUFF_DO:1P,nA/XVSUFF_DO:1P,MSA||CA,us,enc1:1p_dobj,ditrans enc0 !enc0:1*,enc1 enc1:1*,يُعطيهانَا,_+naA,_+naA,_+naA,_+naA,,,
438,401,RED,MORPH,[PRON2],kum/PRON.2MP,kumo,kum/XVSUFF_DO:2MP,kum/XVSUFF_DO:2MP,MSA||CA,you [masc.pl],enc1:2mp_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,يُعطيهاكُمْ,_+kumo,_+kumo,_+kumo,_+kumo,,,
439,402,RED,MORPH,[PRON2],ki/PRON.2FS,ki,ki/XVSUFF_DO:2FS,ki/XVSUFF_DO:2FS,MSA||CA,you [fem.sg.],enc1:2fs_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,يُعطيهاكِ,_+ki,_+ki,_+ki,_+ki,,,
440,403,RED,MORPH,[PRON2],kumA/PRON.2D,kumaA,kumA/XVSUFF_DO:2D,kumA/XVSUFF_DO:2D,MSA||CA,you [du],enc1:2d_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,يُعطيهاكُمَا,_+kumaA,_+kumaA,_+kumaA,_+kumaA,,,
441,404,RED,MORPH,[PRON2],ka/PRON.2MS,ka,ka/XVSUFF_DO:2MS,ka/XVSUFF_DO:2MS,MSA||CA,you [masc.sg],enc1:2ms_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,يُعطيهاكَ,_+ka,_+ka,_+ka,_+ka,,,
442,405,RED,MORPH,[PRON2],kun~a/PRON.2FP,kun~a,kun~a/XVSUFF_DO:2FP,kun~a/XVSUFF_DO:2FP,MSA||CA,you [fem.pl],enc1:2fp_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,يُعطيهاكُنَّ,_+kun~a,_+kun~a,_+kun~a,_+kun~a,,,
443,406,RED,MORPH,[PRON2],hu/PRON.3MS,hu,hu/XVSUFF_DO:3MS,hu/XVSUFF_DO:3MS,MSA||CA,him,enc1:3ms_dobj,ditrans enc0 else,enc1,يُعطيهَاهَُ,_+hu,_+hu,_+hu,_+hu,,,
444,407,RED,MORPH,[PRON2],hu/PRON.3MS,hi,hi/XVSUFF_DO:3MS,hi/XVSUFF_DO:3MS,MSA||CA,him,enc1:3ms_dobj,ditrans enc0 enc0#^i,enc1,يُعطيكِهِ,_+hi,_+hu,_+hi,_+hu,,,
445,408,,MORPH,[PRON2],hA/PRON.3FS,haA,hA/XVSUFF_DO:3FS,hA/XVSUFF_DO:3FS,MSA||CA,her,enc1:3fs_dobj,ditrans enc0,enc1,يُعطيهَاهَا,_+haA,_+haA,_+haA,_+haA,,,
446,409,RED,MORPH,[PRON2],humA/PRON.3D,humaA,humA/XVSUFF_DO:3D,humA/XVSUFF_DO:3D,MSA||CA,them [du],enc1:3d_dobj,ditrans enc0 else,enc1,يُعطيهَاهُمَا,_+humaA,_+humaA,_+humaA,_+humaA,,,
447,410,RED,MORPH,[PRON2],humA/PRON.3D,himaA,himA/XVSUFF_DO:3D,himA/XVSUFF_DO:3D,MSA||CA,them [du],enc1:3d_dobj,ditrans enc0 enc0#^i,enc1,يُعطيكِهِمَا,_+himaA,_+humaA,_+himaA,_+humaA,,,
448,411,RED,MORPH,[PRON2],hum/PRON.3MP,humo,hum/XVSUFF_DO:3MP,hum/XVSUFF_DO:3MP,MSA||CA,them [masc.pl],enc1:3mp_dobj,ditrans enc0 else,enc1,يُعطيهَاهُمْ,_+humo,_+humo,_+humo,_+humo,,,
449,412,RED,MORPH,[PRON2],hum/PRON.3MP,himo,him/XVSUFF_DO:3MP,him/XVSUFF_DO:3MP,MSA||CA,them [masc.pl],enc1:3mp_dobj,ditrans enc0 enc0#^i,enc1,يُعطيهكِهِمْ,_+himo,_+humo,_+himo,_+humo,,,
450,413,RED,MORPH,[PRON2],hun~a/PRON.3FP,hun~a,hun~a/XVSUFF_DO:3FP,hun~a/XVSUFF_DO:3FP,MSA||CA,them [fem.pl],enc1:3fp_dobj,ditrans enc0 else,enc1,يُعطيهَاهُنَّ,_+hun~a,_+hun~a,_+hun~a,_+hun~a,,,
451,414,RED,MORPH,[PRON2],hun~a/PRON.3FP,hin~a,hin~a/XVSUFF_DO:3FP,hin~a/XVSUFF_DO:3FP,MSA||CA,them [fem.pl],enc1:3fp_dobj,ditrans enc0 enc0#^i,enc1,يُعطيكِهِنَّ,_+hin~a,_+hun~a,_+hin~a,_+hun~a,,,
