,LINE,PATTERN_ABSTRACT,ROOT,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
15588,15589,ta1a2~3,r.q.y,LEXICON,[STEM-PV],taraq~aY,turuq~,PV_PASS,progress;advance;ascend,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15589,15590,1a2~a3,r.s.b,LEXICON,[STEM-PV],ras~ab,ras~ab,PV,deposit;precipitate,pos:verb asp:p vox:a mod:i,,trans,,
15590,15591,1a2a3,r.s.b,LEXICON,[STEM-PV],rasab-u,rasab,PV,sink;fail;flunk,pos:verb asp:p vox:a mod:i,,trans,,
15591,15592,ta1a2~3,r.s.b,LEXICON,[STEM-PV],taras~ab,taras~ab,PV,settle;precipitate,pos:verb asp:p vox:a mod:i,,trans,,
15592,15593,1a2~a3,r.s.b,LEXICON,[STEM-PV],ras~ab,rus~ib,PV_PASS,deposit;precipitate,pos:verb asp:p vox:p mod:i,,intrans,,
15593,15594,1a2a3,r.s.b,LEXICON,[STEM-PV],rasab-u,rusib,PV_PASS,sink;fail;flunk,pos:verb asp:p vox:p mod:i,,intrans,,
15594,15595,ta1a2~3,r.s.b,LEXICON,[STEM-PV],taras~ab,turus~ib,PV_PASS,settle;precipitate,pos:verb asp:p vox:p mod:i,,intrans,,
15595,15596,>a1o2a3,r.S.d,LEXICON,[STEM-PV],>aroSad,>aroSad,PV,earmark;set_aside;procure,pos:verb asp:p vox:a mod:i,,trans,,
15596,15597,1a2~a3,r.S.d,LEXICON,[STEM-PV],raS~ad,raS~ad,PV,earmark;set_aside;prepare,pos:verb asp:p vox:a mod:i,,trans,,
15597,15598,1a2a3,r.S.d,LEXICON,[STEM-PV],raSad-u,raSad,PV,observe;watch;follow;track;monitor,pos:verb asp:p vox:a mod:i,,trans,,
15598,15599,ta1a2~3,r.S.d,LEXICON,[STEM-PV],taraS~ad,taraS~ad,PV,observe;watch;follow;track,pos:verb asp:p vox:a mod:i,,trans,,
15599,15600,>a1o2a3,r.S.d,LEXICON,[STEM-PV],>aroSad,>uroSid,PV_PASS,earmark;set_aside;procure,pos:verb asp:p vox:p mod:i,,intrans,,
15600,15601,1a2~a3,r.S.d,LEXICON,[STEM-PV],raS~ad,ruS~id,PV_PASS,earmark;set_aside;prepare,pos:verb asp:p vox:p mod:i,,intrans,,
15601,15602,1a2a3,r.S.d,LEXICON,[STEM-PV],raSad-u,ruSid,PV_PASS,observe;watch;follow;track;monitor,pos:verb asp:p vox:p mod:i,,intrans,,
15602,15603,ta1a2~3,r.S.d,LEXICON,[STEM-PV],taraS~ad,turuS~id,PV_PASS,observe;watch;follow;track,pos:verb asp:p vox:p mod:i,,intrans,,
15603,15604,1a2~a3,r.S.E,LEXICON,[STEM-PV],raS~aE,raS~aE,PV,adorn;inlay,pos:verb asp:p vox:a mod:i,,trans,,
15604,15605,1a2~a3,r.S.E,LEXICON,[STEM-PV],raS~aE,ruS~iE,PV_PASS,adorn;inlay,pos:verb asp:p vox:p mod:i,,intrans,,
15605,15606,1a2~a3,r.S.f,LEXICON,[STEM-PV],raS~af,raS~af,PV,pave,pos:verb asp:p vox:a mod:i,,trans,,
15606,15607,1a2a3,r.s.f,LEXICON,[STEM-PV],rasaf-i,rasaf,PV,be_shackled;be_moored,pos:verb asp:p vox:a mod:i,,intrans,,
15607,15608,1a2a3,r.s.f,LEXICON,[STEM-PV],rasaf-u,rasaf,PV,be_shackled;be_moored,pos:verb asp:p vox:a mod:i,,intrans,,
15608,15609,1a2a3,r.S.f,LEXICON,[STEM-PV],raSaf-u,raSaf,PV,pave;stack_close_together,pos:verb asp:p vox:a mod:i,,trans,,
15609,15610,1a2a3,r.S.f,LEXICON,[STEM-PV],raSuf-u,raSuf,PV,be_firmly_joined,pos:verb asp:p vox:a mod:i,,intrans,,
15610,15611,1a2~a3,r.S.f,LEXICON,[STEM-PV],raS~af,ruS~if,PV_PASS,pave,pos:verb asp:p vox:p mod:i,,intrans,,
15611,15612,1a2a3,r.s.f,LEXICON,[STEM-PV],rasaf-i,rusif,PV_PASS,be_shackled;be_moored,pos:verb asp:p vox:p mod:i,,intrans,,
15612,15613,1a2a3,r.s.f,LEXICON,[STEM-PV],rasaf-u,rusif,PV_PASS,be_shackled;be_moored,pos:verb asp:p vox:p mod:i,,intrans,,
15613,15614,1a2a3,r.S.f,LEXICON,[STEM-PV],raSaf-u,ruSif,PV_PASS,pave;stack_close_together,pos:verb asp:p vox:p mod:i,,intrans,,
15614,15615,1a2a3,r.S.f,LEXICON,[STEM-PV],raSuf-u,ruSif,PV_PASS,be_firmly_joined,pos:verb asp:p vox:p mod:i,,intrans,,
15615,15616,{isota1o2a3,r.s.l,LEXICON,[STEM-PV],{isotarosal,{isotarosal,PV,be_unrestrained;be_uninhibited,pos:verb asp:p vox:a mod:i,,intrans,,
15616,15617,>a1o2a3,r.s.l,LEXICON,[STEM-PV],>arosal,>arosal,PV,send;transmit,pos:verb asp:p vox:a mod:i,,trans,,
15617,15618,1A2a3,r.s.l,LEXICON,[STEM-PV],rAsal,rAsal,PV,correspond,pos:verb asp:p vox:a mod:i,,trans,,
15618,15619,ta1a2~3,r.s.l,LEXICON,[STEM-PV],taras~al,taras~al,PV,be_slow,pos:verb asp:p vox:a mod:i,,intrans,,
15619,15620,ta1A2a3,r.s.l,LEXICON,[STEM-PV],tarAsal,tarAsal,PV,exchange_correspondence,pos:verb asp:p vox:a mod:i,,trans,,
15620,15621,{isota1o2a3,r.s.l,LEXICON,[STEM-PV],{isotarosal,{usoturosil,PV_PASS,be_unrestrained;be_uninhibited,pos:verb asp:p vox:p mod:i,,intrans,,
15621,15622,>a1o2a3,r.s.l,LEXICON,[STEM-PV],>arosal,>urosil,PV_PASS,send;transmit,pos:verb asp:p vox:p mod:i,,intrans,,
15622,15623,1A2a3,r.s.l,LEXICON,[STEM-PV],rAsal,ruwsil,PV_PASS,correspond,pos:verb asp:p vox:p mod:i,,intrans,,
15623,15624,ta1a2~3,r.s.l,LEXICON,[STEM-PV],taras~al,turus~il,PV_PASS,be_slow,pos:verb asp:p vox:p mod:i,,intrans,,
15624,15625,ta1A2a3,r.s.l,LEXICON,[STEM-PV],tarAsal,turuwsil,PV_PASS,exchange_correspondence,pos:verb asp:p vox:p mod:i,,intrans,,
15625,15626,{i1ota2a3,r.s.m,LEXICON,[STEM-PV],{irotasam,{irotasam,PV,be_manifest;be_expressed,pos:verb asp:p vox:a mod:i,,intrans,,
15626,15627,1a2~a3,r.s.m,LEXICON,[STEM-PV],ras~am,ras~am,PV,indicate;appoint,pos:verb asp:p vox:a mod:i,,trans,,
15627,15628,1a2a3,r.s.m,LEXICON,[STEM-PV],rasam-u,rasam,PV,trace;sketch;prescribe,pos:verb asp:p vox:a mod:i,,trans,,
15628,15629,ta1a2~3,r.s.m,LEXICON,[STEM-PV],taras~am,taras~am,PV,be_indicated;be_appointed,pos:verb asp:p vox:a mod:i,,intrans,,
15629,15630,{i1ota2a3,r.s.m,LEXICON,[STEM-PV],{irotasam,{urotusim,PV_PASS,be_manifest;be_expressed,pos:verb asp:p vox:p mod:i,,intrans,,
15630,15631,1a2~a3,r.s.m,LEXICON,[STEM-PV],ras~am,rus~im,PV_PASS,indicate;appoint,pos:verb asp:p vox:p mod:i,,intrans,,
15631,15632,1a2a3,r.s.m,LEXICON,[STEM-PV],rasam-u,rusim,PV_PASS,trace;sketch;prescribe,pos:verb asp:p vox:p mod:i,,intrans,,
15632,15633,ta1a2~3,r.s.m,LEXICON,[STEM-PV],taras~am,turus~im,PV_PASS,be_indicated;be_appointed,pos:verb asp:p vox:p mod:i,,intrans,,
15633,15634,1a2o3a4,r.s.m.l,LEXICON,[STEM-PV],rasomal,rasomal,PV,finance;underwrite,pos:verb asp:p vox:a mod:i,,trans,,
15634,15635,1a2o3a4,r.s.m.l,LEXICON,[STEM-PV],rasomal,rusomil,PV_PASS,finance;underwrite,pos:verb asp:p vox:p mod:i,,intrans,,
15635,15636,1a2a3,r.S.n,LEXICON,[STEM-PV],raSun-u,raSun,PV,be_firm;be_composed,pos:verb asp:p vox:a mod:i,,#n intrans,,
15636,15637,1a2a3,r.S.n,LEXICON,[STEM-PV],raSun-u,ruSin,PV_PASS,be_firm;be_composed,pos:verb asp:p vox:p mod:i,,#n intrans,,
15637,15638,1a2a3,r.S.S,LEXICON,[STEM-PV],raS~-u,raS~,PV,compress;join_together;align,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
15638,15639,1a2a3,r.S.S,LEXICON,[STEM-PV],raS~-u,raSaS,PV,compress;join_together;align,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
15639,15640,1a2~a3,r.S.S,LEXICON,[STEM-PV],raS~aS,raS~aS,PV,fit_tightly_together;compress,pos:verb asp:p vox:a mod:i,,trans,,
15640,15641,ta1A2a3,r.S.S,LEXICON,[STEM-PV],tarAS~,tarASaS,PV,be_pressed_together;be_compacted,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
15641,15642,ta1A2a3,r.S.S,LEXICON,[STEM-PV],tarAS~,tarAS~,PV,be_pressed_together;be_compacted,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
15642,15643,1a2a3,r.S.S,LEXICON,[STEM-PV],raS~-u,ruS~,PV_PASS,compress;join_together;align,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
15643,15644,1a2a3,r.S.S,LEXICON,[STEM-PV],raS~-u,ruSiS,PV_PASS,compress;join_together;align,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
15644,15645,1a2~a3,r.S.S,LEXICON,[STEM-PV],raS~aS,ruS~iS,PV_PASS,fit_tightly_together;compress,pos:verb asp:p vox:p mod:i,,intrans,,
15645,15646,ta1A2a3,r.S.S,LEXICON,[STEM-PV],tarAS~,turuwSiS,PV_PASS,be_pressed_together;be_compacted,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
15646,15647,ta1A2a3,r.S.S,LEXICON,[STEM-PV],tarAS~,turuwS~,PV_PASS,be_pressed_together;be_compacted,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
15647,15648,1a2o3a4,r.s.t.q,LEXICON,[STEM-PV],rasotaq,rasotaq,PV,put_in_order;arrange,pos:verb asp:p vox:a mod:i,,trans,,
15648,15649,1a2o3a4,r.s.t.q,LEXICON,[STEM-PV],rasotaq,rusotiq,PV_PASS,put_in_order;arrange,pos:verb asp:p vox:p mod:i,,intrans,,
15649,15650,>a1o2a3,r.s.w,LEXICON,[STEM-PV],>arosaY,>aros,PV,lay_plans;set_anchor,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
15650,15651,1a2~a3,r.s.w,LEXICON,[STEM-PV],ras~aY,ras~,PV,grant;award,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
15651,15652,1a2a3,r.s.w,LEXICON,[STEM-PV],rasA,ras,PV,set_anchor;disembark,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
15652,15653,>a1o2a3,r.s.w,LEXICON,[STEM-PV],>arosaY,>uros,PV_PASS,lay_plans;set_anchor,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15653,15654,1a2~a3,r.s.w,LEXICON,[STEM-PV],ras~aY,rus~,PV_PASS,grant;award,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15654,15655,1a2a3,r.s.w,LEXICON,[STEM-PV],rasA,rus,PV_PASS,set_anchor;disembark,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15655,15656,>a1o2a3,r.s.x,LEXICON,[STEM-PV],>arosax,>arosax,PV,take_root;be_implanted,pos:verb asp:p vox:a mod:i,,trans,,
15656,15657,1a2~a3,r.s.x,LEXICON,[STEM-PV],ras~ax,ras~ax,PV,take_root;be_anchored,pos:verb asp:p vox:a mod:i,,trans,,
15657,15658,1a2a3,r.s.x,LEXICON,[STEM-PV],rasax-u,rasax,PV,be_firmly_rooted;be_permeated,pos:verb asp:p vox:a mod:i,,intrans,,
15658,15659,ta1a2~3,r.s.x,LEXICON,[STEM-PV],taras~ax,taras~ax,PV,be_firmly_rooted;be_anchored,pos:verb asp:p vox:a mod:i,,intrans,,
15659,15660,>a1o2a3,r.s.x,LEXICON,[STEM-PV],>arosax,>urosix,PV_PASS,take_root;be_implanted,pos:verb asp:p vox:p mod:i,,intrans,,
15660,15661,1a2~a3,r.s.x,LEXICON,[STEM-PV],ras~ax,rus~ix,PV_PASS,take_root;be_anchored,pos:verb asp:p vox:p mod:i,,intrans,,
15661,15662,1a2a3,r.s.x,LEXICON,[STEM-PV],rasax-u,rusix,PV_PASS,be_firmly_rooted;be_permeated,pos:verb asp:p vox:p mod:i,,intrans,,
15662,15663,ta1a2~3,r.s.x,LEXICON,[STEM-PV],taras~ax,turus~ix,PV_PASS,be_firmly_rooted;be_anchored,pos:verb asp:p vox:p mod:i,,intrans,,
15663,15664,>a1o2a3,r.T.b,LEXICON,[STEM-PV],>aroTab,>aroTab,PV,moisten;become_ripe,pos:verb asp:p vox:a mod:i,,trans,,
15664,15665,1a2~a3,r.t.b,LEXICON,[STEM-PV],rat~ab,rat~ab,PV,arrange;organize;regulate,pos:verb asp:p vox:a mod:i,,trans,,
15665,15666,1a2~a3,r.T.b,LEXICON,[STEM-PV],raT~ab,raT~ab,PV,moisten;refresh;soothe,pos:verb asp:p vox:a mod:i,,trans,,
15666,15667,1a2a3,r.T.b,LEXICON,[STEM-PV],raTib-a,raTib,PV,be_moist;be_damp,pos:verb asp:p vox:a mod:i,,intrans,,
15667,15668,1a2a3,r.T.b,LEXICON,[STEM-PV],raTub-u,raTub,PV,be_moist;be_damp,pos:verb asp:p vox:a mod:i,,intrans,,
15668,15669,ta1a2~3,r.t.b,LEXICON,[STEM-PV],tarat~ab,tarat~ab,PV,be_arranged;be_organized;be_regulated,pos:verb asp:p vox:a mod:i,,intrans,,
15669,15670,ta1a2~3,r.T.b,LEXICON,[STEM-PV],taraT~ab,taraT~ab,PV,be_moistened;be_refreshed;be_soothed,pos:verb asp:p vox:a mod:i,,intrans,,
15670,15671,>a1o2a3,r.T.b,LEXICON,[STEM-PV],>aroTab,>uroTib,PV_PASS,moisten;become_ripe,pos:verb asp:p vox:p mod:i,,intrans,,
15671,15672,1a2~a3,r.t.b,LEXICON,[STEM-PV],rat~ab,rut~ib,PV_PASS,arrange;organize;regulate,pos:verb asp:p vox:p mod:i,,intrans,,
15672,15673,1a2~a3,r.T.b,LEXICON,[STEM-PV],raT~ab,ruT~ib,PV_PASS,moisten;refresh;soothe,pos:verb asp:p vox:p mod:i,,intrans,,
15673,15674,1a2a3,r.T.b,LEXICON,[STEM-PV],raTib-a,ruTib,PV_PASS,be_moist;be_damp,pos:verb asp:p vox:p mod:i,,intrans,,
15674,15675,1a2a3,r.T.b,LEXICON,[STEM-PV],raTub-u,ruTib,PV_PASS,be_moist;be_damp,pos:verb asp:p vox:p mod:i,,intrans,,
15675,15676,ta1a2~3,r.t.b,LEXICON,[STEM-PV],tarat~ab,turut~ib,PV_PASS,be_arranged;be_organized;be_regulated,pos:verb asp:p vox:p mod:i,,intrans,,
15676,15677,ta1a2~3,r.T.b,LEXICON,[STEM-PV],taraT~ab,turuT~ib,PV_PASS,be_moistened;be_refreshed;be_soothed,pos:verb asp:p vox:p mod:i,,intrans,,
15677,15678,>a1o2a3,r.t.j,LEXICON,[STEM-PV],>arotaj,>arotaj,PV,be_speechless,pos:verb asp:p vox:a mod:i,,intrans,,
15678,15679,1a2a3,r.t.j,LEXICON,[STEM-PV],rataj-u,rataj,PV,bolt;lock,pos:verb asp:p vox:a mod:i,,trans,,
15679,15680,1a2a3,r.t.j,LEXICON,[STEM-PV],ratij-a,ratij,PV,be_speechless,pos:verb asp:p vox:a mod:i,,intrans,,
15680,15681,>a1o2a3,r.t.j,LEXICON,[STEM-PV],>arotaj,>urotij,PV_PASS,be_speechless,pos:verb asp:p vox:p mod:i,,intrans,,
15681,15682,1a2a3,r.t.j,LEXICON,[STEM-PV],rataj-u,rutij,PV_PASS,bolt;lock,pos:verb asp:p vox:p mod:i,,intrans,,
15682,15683,1a2a3,r.t.j,LEXICON,[STEM-PV],ratij-a,rutij,PV_PASS,be_speechless,pos:verb asp:p vox:p mod:i,,intrans,,
15683,15684,1a2a3,r.t.k,LEXICON,[STEM-PV],ratak-i,ratak,PV,trot,pos:verb asp:p vox:a mod:i,,trans,,
15684,15685,1a2a3,r.t.k,LEXICON,[STEM-PV],ratak-u,ratak,PV,trot,pos:verb asp:p vox:a mod:i,,trans,,
15685,15686,1a2a3,r.t.k,LEXICON,[STEM-PV],ratak-i,rutik,PV_PASS,trot,pos:verb asp:p vox:p mod:i,,intrans,,
15686,15687,1a2a3,r.t.k,LEXICON,[STEM-PV],ratak-u,rutik,PV_PASS,trot,pos:verb asp:p vox:p mod:i,,intrans,,
15687,15688,1a2~a3,r.t.l,LEXICON,[STEM-PV],rat~al,rat~al,PV,articulate_carefully;chant_(the_Quran),pos:verb asp:p vox:a mod:i,,trans,,
15688,15689,1a2a3,r.t.l,LEXICON,[STEM-PV],ratil-a,ratil,PV,be_tidy;be_well-ordered,pos:verb asp:p vox:a mod:i,,intrans,,
15689,15690,1a2~a3,r.t.l,LEXICON,[STEM-PV],rat~al,rut~il,PV_PASS,articulate_carefully;chant_(the_Quran),pos:verb asp:p vox:p mod:i,,intrans,,
15690,15691,1a2a3,r.t.l,LEXICON,[STEM-PV],ratil-a,rutil,PV_PASS,be_tidy;be_well-ordered,pos:verb asp:p vox:p mod:i,,intrans,,
15691,15692,{i1ota2a3,r.T.m,LEXICON,[STEM-PV],{irotaTam,{irotaTam,PV,crash;impact,pos:verb asp:p vox:a mod:i,,trans,,
15692,15693,{i1ota2a3,r.T.m,LEXICON,[STEM-PV],{irotaTam,{irotaTam,PV,be_involved;be_implicated,pos:verb asp:p vox:a mod:i,,intrans,,
15693,15694,1a2a3,r.t.m,LEXICON,[STEM-PV],ratam-i,ratam,PV,utter;say,pos:verb asp:p vox:a mod:i,,trans,,
15694,15695,1a2a3,r.T.m,LEXICON,[STEM-PV],raTam-u,raTam,PV,involve;implicate,pos:verb asp:p vox:a mod:i,,trans,,
15695,15696,{i1ota2a3,r.T.m,LEXICON,[STEM-PV],{irotaTam,{urotuTim,PV_PASS,crash;impact,pos:verb asp:p vox:p mod:i,,intrans,,
15696,15697,{i1ota2a3,r.T.m,LEXICON,[STEM-PV],{irotaTam,{urotuTim,PV_PASS,be_involved;be_implicated,pos:verb asp:p vox:p mod:i,,intrans,,
15697,15698,1a2a3,r.t.m,LEXICON,[STEM-PV],ratam-i,rutim,PV_PASS,utter;say,pos:verb asp:p vox:p mod:i,,intrans,,
15698,15699,1a2a3,r.T.m,LEXICON,[STEM-PV],raTam-u,ruTim,PV_PASS,involve;implicate,pos:verb asp:p vox:p mod:i,,intrans,,
15699,15700,1a2a3,r.T.n,LEXICON,[STEM-PV],raTan-u,raTan,PV,talk_gibberish;speak_unintelligibly,pos:verb asp:p vox:a mod:i,,#n trans,,
15700,15701,1a2a3,r.T.n,LEXICON,[STEM-PV],raTan-u,ruTin,PV_PASS,talk_gibberish;speak_unintelligibly,pos:verb asp:p vox:p mod:i,,#n intrans,,
15701,15702,1a2a3,r.t.q,LEXICON,[STEM-PV],rataq-i,rataq,PV,repair;patch_up,pos:verb asp:p vox:a mod:i,,trans,,
15702,15703,1a2a3,r.t.q,LEXICON,[STEM-PV],rataq-u,rataq,PV,repair;patch_up,pos:verb asp:p vox:a mod:i,,trans,,
15703,15704,1a2a3,r.t.q,LEXICON,[STEM-PV],rataq-i,rutiq,PV_PASS,repair;patch_up,pos:verb asp:p vox:p mod:i,,intrans,,
15704,15705,1a2a3,r.t.q,LEXICON,[STEM-PV],rataq-u,rutiq,PV_PASS,repair;patch_up,pos:verb asp:p vox:p mod:i,,intrans,,
15705,15706,1a2a3,r.t.w,LEXICON,[STEM-PV],ratA-u,rat,PV,mend;darn,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
15706,15707,1a2a3,r.t.w,LEXICON,[STEM-PV],ratA-u,rut,PV_PASS,mend;darn,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15707,15708,1a2~a3,r.t.y,LEXICON,[STEM-PV],rat~aY,rat~,PV,mend;darn,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
15708,15709,1a2~a3,r.t.y,LEXICON,[STEM-PV],rat~aY,rut~,PV_PASS,mend;darn,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15709,15710,1a2a3,r.v.v,LEXICON,[STEM-PV],rav~-i,rav~,PV,be_ragged;be_shabby,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
15710,15711,1a2a3,r.v.v,LEXICON,[STEM-PV],rav~-i,ravav,PV,be_ragged;be_shabby,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
15711,15712,1a2a3,r.v.v,LEXICON,[STEM-PV],rav~-i,ruv~,PV_PASS,be_ragged;be_shabby,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
15712,15713,1a2a3,r.v.v,LEXICON,[STEM-PV],rav~-i,ruviv,PV_PASS,be_ragged;be_shabby,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
15713,15714,1a2a3,r.v.w,LEXICON,[STEM-PV],ravA-u,rav,PV,lament;mourn,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
15714,15715,1a2a3,r.v.w,LEXICON,[STEM-PV],ravA-u,ruv,PV_PASS,lament;mourn,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15715,15716,1a2a3,r.v.y,LEXICON,[STEM-PV],ravaY,rav,PV,elegize;mourn,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
15716,15717,1a2a3,r.v.y,LEXICON,[STEM-PV],ravaY,ruv,PV_PASS,elegize;mourn,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
15717,15718,>a1o2a3,r.w.b,LEXICON,[STEM-PV],>arAb,>arab,PV,disquiet;fill_with_misgivings;make_curdle,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15718,15719,>a1o2a3,r.w.b,LEXICON,[STEM-PV],>arAb,>arAb,PV,disquiet;fill_with_misgivings;make_curdle,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15719,15720,1a2a3,r.w.b,LEXICON,[STEM-PV],rAb-u,rub,PV,curdle,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15720,15721,1a2a3,r.w.b,LEXICON,[STEM-PV],rAb-u,rAb,PV,curdle,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15721,15722,1a2~a3,r.w.b,LEXICON,[STEM-PV],raw~ab,raw~ab,PV,make_curdle,pos:verb asp:p vox:a mod:i,,trans,,
15722,15723,>a1o2a3,r.w.b,LEXICON,[STEM-PV],>arAb,>urib,PV_PASS,disquiet;fill_with_misgivings;make_curdle,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
15723,15724,>a1o2a3,r.w.b,LEXICON,[STEM-PV],>arAb,>uriyb,PV_PASS,disquiet;fill_with_misgivings;make_curdle,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
15724,15725,1a2a3,r.w.b,LEXICON,[STEM-PV],rAb-u,rub,PV_PASS,curdle,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
15725,15726,1a2a3,r.w.b,LEXICON,[STEM-PV],rAb-u,riyb,PV_PASS,curdle,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
15726,15727,1a2~a3,r.w.b,LEXICON,[STEM-PV],raw~ab,ruw~ib,PV_PASS,make_curdle,pos:verb asp:p vox:p mod:i,,intrans,,
15727,15728,1a2o3a4,r.w.b.S,LEXICON,[STEM-PV],rawobaS,rawobaS,PV,sleepwalk,pos:verb asp:p vox:a mod:i,,trans,,
15728,15729,ta1a2o3a4,r.w.b.S,LEXICON,[STEM-PV],tarawobaS,tarawobaS,PV,sleepwalk,pos:verb asp:p vox:a mod:i,,trans,,
15729,15730,1a2o3a4,r.w.b.S,LEXICON,[STEM-PV],rawobaS,ruwobiS,PV_PASS,sleepwalk,pos:verb asp:p vox:p mod:i,,intrans,,
15730,15731,ta1a2o3a4,r.w.b.S,LEXICON,[STEM-PV],tarawobaS,turuwobiS,PV_PASS,sleepwalk,pos:verb asp:p vox:p mod:i,,intrans,,
15731,15732,{i1ota2a3,r.w.d,LEXICON,[STEM-PV],{irotAd,{irotad,PV,explore;visit_frequently;reconnoiter,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15732,15733,{i1ota2a3,r.w.d,LEXICON,[STEM-PV],{irotAd,{irotAd,PV,explore;visit_frequently;reconnoiter,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15733,15734,{i1ota2a3,r.w.D,LEXICON,[STEM-PV],{irotAD,{irotaD,PV,practice;exercise,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15734,15735,{i1ota2a3,r.w.D,LEXICON,[STEM-PV],{irotAD,{irotAD,PV,practice;exercise,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15735,15736,{isota1o2a3,r.w.d,LEXICON,[STEM-PV],{isotarAd,{isotarad,PV,aspire;strive,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15736,15737,{isota1o2a3,r.w.d,LEXICON,[STEM-PV],{isotarAd,{isotarAd,PV,aspire;strive,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15737,15738,{isota1o2a3,r.w.D,LEXICON,[STEM-PV],{isotarAD,{isotaraD,PV,be_cheerful,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
15738,15739,{isota1o2a3,r.w.D,LEXICON,[STEM-PV],{isotarAD,{isotarAD,PV,be_cheerful,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
15739,15740,>a1o2a3,r.w.d,LEXICON,[STEM-PV],>arAd,>arad,PV,want;desire;intend,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15740,15741,>a1o2a3,r.w.d,LEXICON,[STEM-PV],>arAd,>arAd,PV,want;desire;intend,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15741,15742,1a2a3,r.w.d,LEXICON,[STEM-PV],rAd-u,rud,PV,tour;explore,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15742,15743,1a2a3,r.w.d,LEXICON,[STEM-PV],rAd-u,rAd,PV,tour;explore,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15743,15744,1a2a3,r.w.D,LEXICON,[STEM-PV],rAD-u,ruD,PV,domesticate;pacify,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
15744,15745,1a2a3,r.w.D,LEXICON,[STEM-PV],rAD-u,rAD,PV,domesticate;pacify,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
15745,15746,1a2~a3,r.w.D,LEXICON,[STEM-PV],raw~aD,raw~aD,PV,domesticate;pacify;regulate,pos:verb asp:p vox:a mod:i,,trans,,
15746,15747,1A2a3,r.w.d,LEXICON,[STEM-PV],rAwad,rAwad,PV,entice;seduce,pos:verb asp:p vox:a mod:i,,trans,,
15747,15748,1A2a3,r.w.D,LEXICON,[STEM-PV],rAwaD,rAwaD,PV,try_to_pacify;try_to_regulate,pos:verb asp:p vox:a mod:i,,trans,,
15748,15749,ta1a2~3,r.w.D,LEXICON,[STEM-PV],taraw~aD,taraw~aD,PV,practice;exercise,pos:verb asp:p vox:a mod:i,,trans,,
15749,15750,ta1A2a3,r.w.D,LEXICON,[STEM-PV],tarAwaD,tarAwaD,PV,haggle;bargain,pos:verb asp:p vox:a mod:i,,trans,,
