,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,#GLOSS_OLD,FEAT,COND-T,COND-S,COMMENTS,STATUS,scratch1,scratch2
7842,7843,1a2~a3,S.x.r,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Sax~ar,Sax~ar,PV,petrify,petrify,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7843,7844,1a2a3,s.x.w,c+nt.c+nt.w,1a2aA-u,1a2,LEXICON,[STEM-PV],saxaA-u,sax,PV,be_generous;bestow,be_generous;bestow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-aw intrans,,,,
7844,7845,1a2a3,s.x.n,c+nt.c+nt.n,1a2a3-u,1a2a3,LEXICON,[STEM-PV],saxan-u,saxan,PV,become_hot;warm_up,warm_up;become_hot,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
7845,7846,1a2a3,S.x.b,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Saxib-a,Saxib,PV,clamor;shout,shout;clamor,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7846,7847,1a2a3,s.x.n,c+nt.c+nt.n,1a2i3-a,1a2i3,LEXICON,[STEM-PV],saxin-a,saxin,PV,become_hot;warm_up,warm_up;become_hot,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
7847,7848,1a2a3,s.x.r,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],saxir-a,saxir,PV,ridicule;scoff_at,ridicule;scoff_at,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7848,7849,1a2a3,s.x.T,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],saxiT-a,saxiT,PV,be_displeased;resent,be_displeased;resent,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7849,7850,1a2a3,s.x.w,c+nt.c+nt.w,1a2iy-a,1a2,LEXICON,[STEM-PV],saxiy-a,sax,PV,be_generous;bestow,be_generous;bestow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-iy intrans,,,,
7850,7851,1a2a3,s.x.f,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],saxuf-u,saxuf,PV,be_stupid,be_stupid,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7851,7852,1a2a3,s.x.w,c+nt.c+nt.w,1a2u3-a,1a2u3,LEXICON,[STEM-PV],saxuw-a,saxuw,PV,be_generous;bestow,be_generous;bestow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7852,7853,1a2~a3,s.y.b,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],say~ab,say~ab,PV,neglect;relinquish,relinquish;neglect,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7853,7854,1a2~a3,S.y.f,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Say~af,Say~af,PV,estivate;spend_the_summer,estivate;spend_the_summer,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7854,7855,1a2~a3,s.y.H,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],say~aH,say~aH,PV,liquify;make_flow,make_flow;liquify,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7855,7856,1a2~a3,S.y.H,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Say~aH,Say~aH,PV,call_out;scream,scream;call_out,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7856,7857,1a2~a3,s.y.j,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],say~aj,say~aj,PV,fence_in;surround,fence_in;surround,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7857,7858,1a2~a3,s.y.l,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],say~al,say~al,PV,liquify;make_flow,make_flow;liquify,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7858,7859,1a2~a3,s.y.r,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],say~ar,say~ar,PV,dispatch;set_in_motion,set_in_motion;dispatch,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7859,7860,1a2~a3,S.y.r,c+nt.y.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Say~ar,Say~ar,PV,cause_to_do;induce,induce;cause_to_do,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7860,7861,1a2o3a4,s.y.T.r,c+nt.y.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],sayoTar,sayoTar,PV,command;dominate;seize,dominate;seize;command,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7861,7862,ta1A2a3,*.h.l,c+nt.c+nt.c-nt,ta1aA2a3,ta1aA2a3,LEXICON,[STEM-PV],ta*aAhal,ta*aAhal,PV,feign_forgetfulness,feign_forgetfulness,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,0
7862,7863,ta1A2a3,*.k.r,c+nt.c+nt.c-nt,ta1aA2a3,ta1aA2a3,LEXICON,[STEM-PV],ta*aAkar,ta*aAkar,PV,confer;remind_mutually,remind_mutually;confer,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,0
7863,7864,ta1a2o3a4,*.b.*.b,c+nt.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta*abo*ab,ta*abo*ab,PV,fluctuate;oscillate;waver,oscillate;fluctuate;waver,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,0
7864,7865,ta1a2~3,*.E.r,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta*aE~ar,ta*aE~ar,PV,panic,panic,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,0
7865,7866,ta1a2~3,*.k.r,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta*ak~ar,ta*ak~ar,PV,remember,remember,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,0
7866,7867,ta1a2~3,*.l.l,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta*al~al,ta*al~al,PV,be_humble;be_obsequious,be_humble;be_obsequious,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7867,7868,ta1a2~3,*.m.r,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta*am~ar,ta*am~ar,PV,complain;grumble,grumble;complain,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7868,7869,ta1a2~3,*.r.E,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta*ar~aE,ta*ar~aE,PV,apply;employ,employ;apply,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7869,7870,ta1a2~3,*.r.y,c+nt.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta*ar~aY,ta*ar~,PV,climb;take_refuge,climb;take_refuge,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
7870,7871,ta1a2~3,*.w.q,c+nt.w.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta*aw~aq,ta*aw~aq,PV,perceive;taste,perceive;taste,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7871,7872,ta1a2~3,>.*.n,>.c+nt.n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>a*~an,ta>a*~an,PV,be_informed;learn,be_informed;learn,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n intrans,,,,
7872,7873,ta1a2~3,>.*.y,>.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>a*~aY,ta>a*~,PV,be_injured;be_offended,be_injured;be_offended,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay intrans,,,,
7873,7874,ta1a2~3,>.$.b,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>a$~ab,ta>a$~ab,PV,be_heterogeneous;be_mixed,be_mixed;be_heterogeneous,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7874,7875,ta1a2~3,>.b.d,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ab~ad,ta>ab~ad,PV,self-immortalize;self-perpetuate,self-perpetuate;self-immortalize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7875,7876,ta1a2~3,>.b.h,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ab~ah,ta>ab~ah,PV,be_aloof;be_haughty,be_haughty;be_aloof,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7876,7877,ta1a2~3,>.b.T,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ab~aT,ta>ab~aT,PV,put/carry_under_the_arm,put/carry_under_the_arm,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7877,7878,ta1a2~3,>.b.y,>.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>ab~aY,ta>ab~,PV,decline,decline,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
7878,7879,ta1a2~3,>.d.b,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ad~ab,ta>ad~ab,PV,be_disciplined;be_educated,be_disciplined;be_educated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7879,7880,ta1a2~3,>.d.y,>.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>ad~aY,ta>ad~,PV,arrive;contribute,contribute;arrive,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
7880,7881,ta1a2~3,>.f.f,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>af~af,ta>af~af,PV,complain;grumble,complain;grumble,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7881,7882,ta1a2o3a4,>.f.r.q,>.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>aforaq,ta>aforaq,PV,become_Africanized,become_Africanized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7882,7883,ta1a2~3,>.h.b,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ah~ab,ta>ah~ab,PV,be_equipped;be_on_alert;be_ready,be_equipped;be_ready;be_on_alert,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7883,7884,ta1a2~3,>.h.l,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ah~al,ta>ah~al,PV,be_qualified;merit,be_qualified;merit,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7884,7885,ta1a2~3,>.j.j,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>aj~aj,ta>aj~aj,PV,be_kindled;blaze_up,blaze_up;be_kindled,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7885,7886,ta1a2~3,>.j.l,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>aj~al,ta>aj~al,PV,be_adjourned;be_postponed,be_postponed;be_adjourned,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7886,7887,ta1a2~3,>.j.r,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>aj~ar,ta>aj~ar,PV,hire_out,hire_out,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7887,7888,ta1a2~3,>.k.d,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ak~ad,ta>ak~ad,PV,ascertain,ascertain,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7888,7889,ta1a2~3,>.k.l,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ak~al,ta>ak~al,PV,be_corroded;be_eaten,be_corroded;be_eaten,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7889,7890,ta1a2o3a4,>.k.s.d,>.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>akosad,ta>akosad,PV,be_oxidized;be_rusty,be_oxidized;be_rusty,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7890,7891,ta1a2o3a4,>.k.s.j,>.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>akosaj,ta>akosaj,PV,be_oxygenated,be_oxygenated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7891,7892,ta1a2~3,>.l.b,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>al~ab,ta>al~ab,PV,assemble;gather;rally,rally;assemble;gather,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7892,7893,ta1a2~3,>.l.f,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>al~af,ta>al~af,PV,consist_of,consist_of,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7893,7894,ta1a2~3,>.l.h,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>al~ah,ta>al~ah,PV,be_deified;become_a_deity,be_deified;become_a_deity,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7894,7895,ta1a2~3,>.l.m,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>al~am,ta>al~am,PV,be_distressed;suffer,be_distressed;suffer,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7895,7896,ta1a2~3,>.l.q,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>al~aq,ta>al~aq,PV,glisten;shine;sparkle,shine;glisten;sparkle,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7896,7897,ta1a2~3,>.l.y,>.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>al~aY,ta>al~,PV,be_automated;be_mechanized,be_automated;be_mechanized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay intrans,,,,
7897,7898,ta1a2o3a4,>.l.m.n,>.c+nt.c+nt.n,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>aloman,ta>aloman,PV,be_Germanized;become_German,become_German;be_Germanized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n intrans,,,,
7898,7899,ta1a2~3,>.m.l,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>am~al,ta>am~al,PV,consider;contemplate;ponder,consider;ponder;contemplate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7899,7900,ta1a2~3,>.m.m,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>am~am,ta>am~am,PV,go_to_see,go_to_see,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7900,7901,ta1a2~3,>.m.r,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>am~ar,ta>am~ar,PV,come_to_power,come_to_power,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7901,7902,ta1a2o3a4,>.m.r.k,>.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>amorak,ta>amorak,PV,become_Americanized,become_Americanized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7902,7903,ta1a2~3,>.n.q,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>an~aq,ta>an~aq,PV,be_elegant,be_elegant,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7903,7904,ta1a2~3,>.n.s,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>an~as,ta>an~as,PV,be_accustomed;be_familiar,be_accustomed;be_familiar,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7904,7905,ta1a2~3,>.n.v,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>an~av,ta>an~av,PV,be_effeminate;be_feminine,be_feminine;be_effeminate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7905,7906,ta1a2~3,>.n.y,>.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>an~aY,ta>an~,PV,act_slowly;be_cautious,act_slowly;be_cautious,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
7906,7907,ta1a2o3a4,>.n.j.l,>.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>anojal,ta>anojal,PV,be_Anglicized,be_Anglicized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7907,7908,ta1a2o3o4a5,>.n.j.l.z,>.c+nt.c+nt.c+nt.c-nt,ta1a2o3o4a5,ta1a2o3o4a5,LEXICON,[STEM-PV],ta>anojolaz,ta>anojolaz,PV,be_Anglicized,be_Anglicized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7908,7909,ta1a2o3a4,>.q.l.m,>.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>aqolam,ta>aqolam,PV,adjust;be_acclimatized,be_acclimatized;adjust,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7909,7910,ta1a2~3,>.r.j,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ar~aj,ta>ar~aj,PV,be_aromatic,be_aromatic,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7910,7911,ta1a2o3a4,>.r.j.H,>.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>arojaH,ta>arojaH,PV,oscillate;swing,swing;oscillate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7911,7912,ta1a2~3,>.s.f,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>as~af,ta>as~af,PV,be_sorry;regret,be_sorry;regret,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7912,7913,ta1a2~3,>.S.l,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>aS~al,ta>aS~al,PV,be_indigenized;take_root,take_root;be_indigenized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7913,7914,ta1a2~3,>.s.n,>.c+nt.n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>as~an,ta>as~an,PV,decay;stagnate,stagnate;decay,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
7914,7915,ta1a2~3,>.s.s,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>as~as,ta>as~as,PV,be_established;be_founded,be_established;be_founded,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7915,7916,ta1a2~3,>.s.y,>.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>as~aY,ta>as~,PV,be_consoled,be_consoled,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay intrans,,,,
7916,7917,ta1a2~3,>.t.y,>.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>at~aY,ta>at~,PV,happen;result,happen;result,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
7917,7918,ta1a2~3,>.v.l,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>av~al,ta>av~al,PV,be_consolidated;become_rich,be_consolidated;become_rich,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7918,7919,ta1a2~3,>.v.m,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>av~am,ta>av~am,PV,restrain;shun_evil,restrain;shun_evil,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7919,7920,ta1a2~3,>.v.r,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>av~ar,ta>av~ar,PV,be_affected;be_influenced,be_influenced;be_affected,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7920,7921,ta1a2~3,>.v.v,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>av~av,ta>av~av,PV,be_furnished;be_wealthy,be_furnished;be_wealthy,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7921,7922,ta1a2~3,>.w.d,>.w.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>aw~ad,ta>aw~ad,PV,be_bent;be_folded,be_bent;be_folded,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7922,7923,ta1a2~3,>.w.h,>.w.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>aw~ah,ta>aw~ah,PV,exclaim;sigh,exclaim;sigh,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7923,7924,ta1a2o3a4,>.w.r.b,>.w.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],ta>aworab,ta>aworab,PV,be_Europeanized,be_Europeanized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7924,7925,ta1a2~3,>.x.r,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ax~ar,ta>ax~ar,PV,be_delayed;be_postponed,be_delayed;be_postponed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7925,7926,ta1a2~3,>.x.w,>.c+nt.w,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],ta>ax~aY,ta>ax~,PV,be_fraternal,be_fraternal,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay intrans,,,,
7926,7927,ta1a2~3,>.y.d,>.y.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ay~ad,ta>ay~ad,PV,be_confirmed,be_confirmed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7927,7928,ta1a2~3,>.y.m,>.y.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ay~am,ta>ay~am,PV,be_widowed,be_widowed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7928,7929,ta1a2~3,>.y.n,>.y.n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>ay~an,ta>ay~an,PV,be_ionized,be_ionized,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n intrans,,,,
7929,7930,ta1a2~3,>.z.m,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>az~am,ta>az~am,PV,become_critical;get_worse,get_worse;become_critical,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7930,7931,ta1a2~3,>.z.q,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>az~aq,ta>az~aq,PV,be_narrow,be_narrow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7931,7932,ta1a2~3,>.z.r,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>az~ar,ta>az~ar,PV,be_wrapped_in_a_shawl,be_wrapped_in_a_shawl,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
7932,7933,ta1a2~3,>.z.z,>.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],ta>az~az,ta>az~az,PV,boil;bubble,bubble;boil,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7933,7934,1a2o3a4,T.>.m.n,c+nt.>.c+nt.n,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],Ta>oman,Ta>oman,PV,allay;assuage,assuage;allay,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
7934,7935,1a2o3a4,t.>.t.>,c+nt.>.c+nt.>,1a2o3a2,1a2o3,LEXICON,[STEM-PV],ta>ota>,ta>ot,PV,stammer;stutter,stammer;stutter,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-a> trans,,,,
7935,7936,1a2o3a4,T.>.T.>,c+nt.>.c+nt.>,1a2o3a2,1a2o3,LEXICON,[STEM-PV],Ta>oTa>,Ta>oT,PV,bend;incline,incline;bend,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-a> trans,,,,
7936,7937,ta1A2a3,>.k.l,|.c+nt.c-nt,ta12a3,ta12a3,LEXICON,[STEM-PV],ta|kal,ta|kal,PV,corrode;eat_away_at,corrode;eat_away_at,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7937,7938,ta1A2a3,>.l.f,|.c+nt.c-nt,ta12a3,ta12a3,LEXICON,[STEM-PV],ta|laf,ta|laf,PV,have_mutual_contact;live_in_harmony,live_in_harmony;have_mutual_contact,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7938,7939,ta1A2a3,>.m.r,|.c+nt.c-nt,ta12a3,ta12a3,LEXICON,[STEM-PV],ta|mar,ta|mar,PV,co-conspire;deliberate_together,co-conspire;deliberate_together,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
7939,7940,ta1A2a3,>.s.y,|.c+nt.y,ta12aY,ta12,LEXICON,[STEM-PV],ta|saY,ta|s,PV,console_mutually,console_mutually,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
7940,7941,ta1A2a3,>.x.w,|.c+nt.w,ta12aY,ta12,LEXICON,[STEM-PV],ta|xaY,ta|x,PV,fraternize,fraternize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
7941,7942,ta1A2a3,>.z.r,|.c+nt.c-nt,ta12a3,ta12a3,LEXICON,[STEM-PV],ta|zar,ta|zar,PV,collaborate;cooperate,collaborate;cooperate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
