,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
7784,7785,ta1a2o3a4,r.q.r.q,c+nt.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],taraqoraq,taraqoraq,PV,overflow;glisten;stir_gently,pos:verb asp:p vox:a mod:i,,trans,,
7785,7786,>a1o2a3,r.q.S,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>aroqaS,>aroqaS,PV,make_dance;make_tremble,pos:verb asp:p vox:a mod:i,,trans,,
7786,7787,1a2~a3,r.q.S,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raq~aS,raq~aS,PV,make_dance;make_tremble,pos:verb asp:p vox:a mod:i,,trans,,
7787,7788,1A2a3,r.q.S,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],rAqaS,rAqaS,PV,dance_with,pos:verb asp:p vox:a mod:i,,trans,,
7788,7789,1a2a3,r.q.S,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],raqaS-u,raqaS,PV,dance,pos:verb asp:p vox:a mod:i,,trans,,
7789,7790,ta1A2a3,r.q.S,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],tarAqaS,tarAqaS,PV,move;dance;tremble,pos:verb asp:p vox:a mod:i,,trans,,
7790,7791,1a2~a3,r.q.T,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raq~aT,raq~aT,PV,speckle;spot,pos:verb asp:p vox:a mod:i,,trans,,
7791,7792,ta1a2o3a4,r.q.w.S,c+nt.c+nt.w.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],taraqowaS,taraqowaS,PV,toss;fling_about;sway,pos:verb asp:p vox:a mod:i,,trans,,
7792,7793,{i1ota2a3,r.q.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{irotaqaY,{irotaq,PV,ascend;increase;rise,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
7793,7794,1a2~a3,r.q.y,c+nt.c+nt.y,1a2~aY,1a2~,LEXICON,[STEM-PV],raq~aY,raq~,PV,promote;advance,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
7794,7795,1a2a3,r.q.y,c+nt.c+nt.y,1a2a>-a,1a2,LEXICON,[STEM-PV],raqa>-a,raq,PV,cease_flowing,pos:verb asp:p vox:a mod:i,,#-a> trans,,
7795,7796,1a2a3,r.q.y,c+nt.c+nt.y,1a2i3-a,1a2,LEXICON,[STEM-PV],raqiy-a,raq,PV,ascend;rise;promote,pos:verb asp:p vox:a mod:i,,#-iy defective trans,,
7796,7797,ta1a2~3,r.q.y,c+nt.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],taraq~aY,taraq~,PV,progress;advance;ascend,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
7797,7798,1a2~a3,r.s.b,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],ras~ab,ras~ab,PV,deposit;precipitate,pos:verb asp:p vox:a mod:i,,trans,,
7798,7799,1a2a3,r.s.b,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],rasab-u,rasab,PV,sink;fail;flunk,pos:verb asp:p vox:a mod:i,,trans,,
7799,7800,ta1a2~3,r.s.b,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taras~ab,taras~ab,PV,settle;precipitate,pos:verb asp:p vox:a mod:i,,trans,,
7800,7801,>a1o2a3,r.S.d,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>aroSad,>aroSad,PV,earmark;set_aside;procure,pos:verb asp:p vox:a mod:i,,trans,,
7801,7802,1a2~a3,r.S.d,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raS~ad,raS~ad,PV,earmark;set_aside;prepare,pos:verb asp:p vox:a mod:i,,trans,,
7802,7803,1a2a3,r.S.d,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],raSad-u,raSad,PV,observe;watch;follow;track;monitor,pos:verb asp:p vox:a mod:i,,trans,,
7803,7804,ta1a2~3,r.S.d,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taraS~ad,taraS~ad,PV,observe;watch;follow;track,pos:verb asp:p vox:a mod:i,,trans,,
7804,7805,1a2~a3,r.S.E,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raS~aE,raS~aE,PV,adorn;inlay,pos:verb asp:p vox:a mod:i,,trans,,
7805,7806,1a2~a3,r.S.f,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raS~af,raS~af,PV,pave,pos:verb asp:p vox:a mod:i,,trans,,
7806,7807,1a2a3,r.s.f,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],rasaf-i,rasaf,PV,be_shackled;be_moored,pos:verb asp:p vox:a mod:i,,intrans,,
7807,7808,1a2a3,r.s.f,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],rasaf-u,rasaf,PV,be_shackled;be_moored,pos:verb asp:p vox:a mod:i,,intrans,,
7808,7809,1a2a3,r.S.f,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],raSaf-u,raSaf,PV,pave;stack_close_together,pos:verb asp:p vox:a mod:i,,trans,,
7809,7810,1a2a3,r.S.f,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],raSuf-u,raSuf,PV,be_firmly_joined,pos:verb asp:p vox:a mod:i,,intrans,,
7810,7811,{isota1o2a3,r.s.l,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotarosal,{isotarosal,PV,be_unrestrained;be_uninhibited,pos:verb asp:p vox:a mod:i,,intrans,,
7811,7812,>a1o2a3,r.s.l,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>arosal,>arosal,PV,send;transmit,pos:verb asp:p vox:a mod:i,,trans,,
7812,7813,1A2a3,r.s.l,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],rAsal,rAsal,PV,correspond,pos:verb asp:p vox:a mod:i,,trans,,
7813,7814,ta1a2~3,r.s.l,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taras~al,taras~al,PV,be_slow,pos:verb asp:p vox:a mod:i,,intrans,,
7814,7815,ta1A2a3,r.s.l,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],tarAsal,tarAsal,PV,exchange_correspondence,pos:verb asp:p vox:a mod:i,,trans,,
7815,7816,{i1ota2a3,r.s.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{irotasam,{irotasam,PV,be_manifest;be_expressed,pos:verb asp:p vox:a mod:i,,intrans,,
7816,7817,1a2~a3,r.s.m,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],ras~am,ras~am,PV,indicate;appoint,pos:verb asp:p vox:a mod:i,,trans,,
7817,7818,1a2a3,r.s.m,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],rasam-u,rasam,PV,trace;sketch;prescribe,pos:verb asp:p vox:a mod:i,,trans,,
7818,7819,ta1a2~3,r.s.m,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taras~am,taras~am,PV,be_indicated;be_appointed,pos:verb asp:p vox:a mod:i,,intrans,,
7819,7820,1a2o3a4,r.s.m.l,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],rasomal,rasomal,PV,finance;underwrite,pos:verb asp:p vox:a mod:i,,trans,,
7820,7821,1a2a3,r.S.n,c+nt.c+nt.n,1a2u3-u,1a2u3,LEXICON,[STEM-PV],raSun-u,raSun,PV,be_firm;be_composed,pos:verb asp:p vox:a mod:i,,#n intrans,,
7821,7822,1a2a3,r.S.S,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],raS~-u,raS~,PV,compress;join_together;align,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
7822,7823,1a2a3,r.S.S,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],raS~-u,raSaS,PV,compress;join_together;align,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
7823,7824,1a2~a3,r.S.S,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raS~aS,raS~aS,PV,fit_tightly_together;compress,pos:verb asp:p vox:a mod:i,,trans,,
7824,7825,ta1A2a3,r.S.S,c+nt.c+nt.2,ta1A2~,ta1A2a3,LEXICON,[STEM-PV],tarAS~,tarASaS,PV,be_pressed_together;be_compacted,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
7825,7826,ta1A2a3,r.S.S,c+nt.c+nt.2,ta1A2~,ta1A2~,LEXICON,[STEM-PV],tarAS~,tarAS~,PV,be_pressed_together;be_compacted,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
7826,7827,1a2o3a4,r.s.t.q,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],rasotaq,rasotaq,PV,put_in_order;arrange,pos:verb asp:p vox:a mod:i,,trans,,
7827,7828,>a1o2a3,r.s.w,c+nt.c+nt.w,>a1o2aY,>a1o2,LEXICON,[STEM-PV],>arosaY,>aros,PV,lay_plans;set_anchor,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
7828,7829,1a2~a3,r.s.w,c+nt.c+nt.w,1a2~aY,1a2~,LEXICON,[STEM-PV],ras~aY,ras~,PV,grant;award,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
7829,7830,1a2a3,r.s.w,c+nt.c+nt.w,1a2A,1a2,LEXICON,[STEM-PV],rasA,ras,PV,set_anchor;disembark,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
7830,7831,>a1o2a3,r.s.x,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>arosax,>arosax,PV,take_root;be_implanted,pos:verb asp:p vox:a mod:i,,trans,,
7831,7832,1a2~a3,r.s.x,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],ras~ax,ras~ax,PV,take_root;be_anchored,pos:verb asp:p vox:a mod:i,,trans,,
7832,7833,1a2a3,r.s.x,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],rasax-u,rasax,PV,be_firmly_rooted;be_permeated,pos:verb asp:p vox:a mod:i,,intrans,,
7833,7834,ta1a2~3,r.s.x,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taras~ax,taras~ax,PV,be_firmly_rooted;be_anchored,pos:verb asp:p vox:a mod:i,,intrans,,
7834,7835,>a1o2a3,r.T.b,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>aroTab,>aroTab,PV,moisten;become_ripe,pos:verb asp:p vox:a mod:i,,trans,,
7835,7836,1a2~a3,r.t.b,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],rat~ab,rat~ab,PV,arrange;organize;regulate,pos:verb asp:p vox:a mod:i,,trans,,
7836,7837,1a2~a3,r.T.b,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raT~ab,raT~ab,PV,moisten;refresh;soothe,pos:verb asp:p vox:a mod:i,,trans,,
7837,7838,1a2a3,r.T.b,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],raTib-a,raTib,PV,be_moist;be_damp,pos:verb asp:p vox:a mod:i,,intrans,,
7838,7839,1a2a3,r.T.b,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],raTub-u,raTub,PV,be_moist;be_damp,pos:verb asp:p vox:a mod:i,,intrans,,
7839,7840,ta1a2~3,r.t.b,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tarat~ab,tarat~ab,PV,be_arranged;be_organized;be_regulated,pos:verb asp:p vox:a mod:i,,intrans,,
7840,7841,ta1a2~3,r.T.b,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taraT~ab,taraT~ab,PV,be_moistened;be_refreshed;be_soothed,pos:verb asp:p vox:a mod:i,,intrans,,
7841,7842,>a1o2a3,r.t.j,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>arotaj,>arotaj,PV,be_speechless,pos:verb asp:p vox:a mod:i,,intrans,,
7842,7843,1a2a3,r.t.j,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],rataj-u,rataj,PV,bolt;lock,pos:verb asp:p vox:a mod:i,,trans,,
7843,7844,1a2a3,r.t.j,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],ratij-a,ratij,PV,be_speechless,pos:verb asp:p vox:a mod:i,,intrans,,
7844,7845,1a2a3,r.t.k,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],ratak-i,ratak,PV,trot,pos:verb asp:p vox:a mod:i,,trans,,
7845,7846,1a2a3,r.t.k,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],ratak-u,ratak,PV,trot,pos:verb asp:p vox:a mod:i,,trans,,
7846,7847,1a2~a3,r.t.l,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],rat~al,rat~al,PV,articulate_carefully;chant_(the_Quran),pos:verb asp:p vox:a mod:i,,trans,,
7847,7848,1a2a3,r.t.l,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],ratil-a,ratil,PV,be_tidy;be_well-ordered,pos:verb asp:p vox:a mod:i,,intrans,,
7848,7849,{i1ota2a3,r.T.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{irotaTam,{irotaTam,PV,crash;impact,pos:verb asp:p vox:a mod:i,,trans,,
7849,7850,{i1ota2a3,r.T.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{irotaTam,{irotaTam,PV,be_involved;be_implicated,pos:verb asp:p vox:a mod:i,,intrans,,
7850,7851,1a2a3,r.t.m,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],ratam-i,ratam,PV,utter;say,pos:verb asp:p vox:a mod:i,,trans,,
7851,7852,1a2a3,r.T.m,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],raTam-u,raTam,PV,involve;implicate,pos:verb asp:p vox:a mod:i,,trans,,
7852,7853,1a2a3,r.T.n,c+nt.c+nt.n,1a2a3-u,1a2a3,LEXICON,[STEM-PV],raTan-u,raTan,PV,talk_gibberish;speak_unintelligibly,pos:verb asp:p vox:a mod:i,,#n trans,,
7853,7854,1a2a3,r.t.q,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],rataq-i,rataq,PV,repair;patch_up,pos:verb asp:p vox:a mod:i,,trans,,
7854,7855,1a2a3,r.t.q,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],rataq-u,rataq,PV,repair;patch_up,pos:verb asp:p vox:a mod:i,,trans,,
7855,7856,1a2a3,r.t.w,c+nt.c+nt.w,1a2A-u,1a2,LEXICON,[STEM-PV],ratA-u,rat,PV,mend;darn,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
7856,7857,1a2~a3,r.t.y,c+nt.c+nt.y,1a2~aY,1a2~,LEXICON,[STEM-PV],rat~aY,rat~,PV,mend;darn,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
7857,7858,1a2a3,r.v.v,c+nt.c+nt.2,1a2~-i,1a2~,LEXICON,[STEM-PV],rav~-i,rav~,PV,be_ragged;be_shabby,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
7858,7859,1a2a3,r.v.v,c+nt.c+nt.2,1a2~-i,1a2a3,LEXICON,[STEM-PV],rav~-i,ravav,PV,be_ragged;be_shabby,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
7859,7860,1a2a3,r.v.w,c+nt.c+nt.w,1a2A-u,1a2,LEXICON,[STEM-PV],ravA-u,rav,PV,lament;mourn,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
7860,7861,1a2a3,r.v.y,c+nt.c+nt.y,1a2aY,1a2,LEXICON,[STEM-PV],ravaY,rav,PV,elegize;mourn,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
7861,7862,>a1o2a3,r.w.b,c+nt.w.c-nt,>a1A3,>a1a3,LEXICON,[STEM-PV],>arAb,>arab,PV,disquiet;fill_with_misgivings;make_curdle,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7862,7863,>a1o2a3,r.w.b,c+nt.w.c-nt,>a1A3,>a1A3,LEXICON,[STEM-PV],>arAb,>arAb,PV,disquiet;fill_with_misgivings;make_curdle,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7863,7864,1a2a3,r.w.b,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],rAb-u,rub,PV,curdle,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7864,7865,1a2a3,r.w.b,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],rAb-u,rAb,PV,curdle,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7865,7866,1a2~a3,r.w.b,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raw~ab,raw~ab,PV,make_curdle,pos:verb asp:p vox:a mod:i,,trans,,
7866,7867,1a2o3a4,r.w.b.S,c+nt.w.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],rawobaS,rawobaS,PV,sleepwalk,pos:verb asp:p vox:a mod:i,,trans,,
7867,7868,ta1a2o3a4,r.w.b.S,c+nt.w.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],tarawobaS,tarawobaS,PV,sleepwalk,pos:verb asp:p vox:a mod:i,,trans,,
7868,7869,{i1ota2a3,r.w.d,c+nt.w.c-nt,{i1otA3,{i1ota3,LEXICON,[STEM-PV],{irotAd,{irotad,PV,explore;visit_frequently;reconnoiter,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7869,7870,{i1ota2a3,r.w.d,c+nt.w.c-nt,{i1otA3,{i1otA3,LEXICON,[STEM-PV],{irotAd,{irotAd,PV,explore;visit_frequently;reconnoiter,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7870,7871,{i1ota2a3,r.w.D,c+nt.w.c-nt,{i1otA3,{i1ota3,LEXICON,[STEM-PV],{irotAD,{irotaD,PV,practice;exercise,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7871,7872,{i1ota2a3,r.w.D,c+nt.w.c-nt,{i1otA3,{i1otA3,LEXICON,[STEM-PV],{irotAD,{irotAD,PV,practice;exercise,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7872,7873,{isota1o2a3,r.w.d,c+nt.w.c-nt,{isota1A3,{isota1a3,LEXICON,[STEM-PV],{isotarAd,{isotarad,PV,aspire;strive,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7873,7874,{isota1o2a3,r.w.d,c+nt.w.c-nt,{isota1A3,{isota1A3,LEXICON,[STEM-PV],{isotarAd,{isotarAd,PV,aspire;strive,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7874,7875,{isota1o2a3,r.w.D,c+nt.w.c-nt,{isota1A3,{isota1a3,LEXICON,[STEM-PV],{isotarAD,{isotaraD,PV,be_cheerful,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
7875,7876,{isota1o2a3,r.w.D,c+nt.w.c-nt,{isota1A3,{isota1A3,LEXICON,[STEM-PV],{isotarAD,{isotarAD,PV,be_cheerful,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
7876,7877,>a1o2a3,r.w.d,c+nt.w.c-nt,>a1A3,>a1a3,LEXICON,[STEM-PV],>arAd,>arad,PV,want;desire;intend,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7877,7878,>a1o2a3,r.w.d,c+nt.w.c-nt,>a1A3,>a1A3,LEXICON,[STEM-PV],>arAd,>arAd,PV,want;desire;intend,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7878,7879,1a2a3,r.w.d,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],rAd-u,rud,PV,tour;explore,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7879,7880,1a2a3,r.w.d,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],rAd-u,rAd,PV,tour;explore,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7880,7881,1a2a3,r.w.D,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],rAD-u,ruD,PV,domesticate;pacify,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7881,7882,1a2a3,r.w.D,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],rAD-u,rAD,PV,domesticate;pacify,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7882,7883,1a2~a3,r.w.D,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raw~aD,raw~aD,PV,domesticate;pacify;regulate,pos:verb asp:p vox:a mod:i,,trans,,
7883,7884,1A2a3,r.w.d,c+nt.w.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],rAwad,rAwad,PV,entice;seduce,pos:verb asp:p vox:a mod:i,,trans,,
7884,7885,1A2a3,r.w.D,c+nt.w.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],rAwaD,rAwaD,PV,try_to_pacify;try_to_regulate,pos:verb asp:p vox:a mod:i,,trans,,
7885,7886,ta1a2~3,r.w.D,c+nt.w.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taraw~aD,taraw~aD,PV,practice;exercise,pos:verb asp:p vox:a mod:i,,trans,,
7886,7887,ta1A2a3,r.w.D,c+nt.w.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],tarAwaD,tarAwaD,PV,haggle;bargain,pos:verb asp:p vox:a mod:i,,trans,,
7887,7888,ta1a2~3,r.w.D,c+nt.w.c-nt,ta1ay~a3,ta1ay~a3,LEXICON,[STEM-PV],taray~aD,taray~aD,PV,do_physical_exercise;practice_a_sport,pos:verb asp:p vox:a mod:i,,trans,,
7888,7889,{i1ota2a3,r.w.E,c+nt.w.c-nt,{i1otA3,{i1ota3,LEXICON,[STEM-PV],{irotAE,{irotaE,PV,be_frightened,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
7889,7890,{i1ota2a3,r.w.E,c+nt.w.c-nt,{i1otA3,{i1otA3,LEXICON,[STEM-PV],{irotAE,{irotAE,PV,be_frightened,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
7890,7891,>a1o2a3,r.w.E,c+nt.w.c-nt,>a1A3,>a1a3,LEXICON,[STEM-PV],>arAE,>araE,PV,frighten,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7891,7892,>a1o2a3,r.w.E,c+nt.w.c-nt,>a1A3,>a1A3,LEXICON,[STEM-PV],>arAE,>arAE,PV,frighten,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7892,7893,1a2a3,r.w.E,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],rAE-u,ruE,PV,surprise;startle;thrill,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7893,7894,1a2a3,r.w.E,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],rAE-u,rAE,PV,surprise;startle;thrill,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7894,7895,1a2~a3,r.w.E,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],raw~aE,raw~aE,PV,frighten,pos:verb asp:p vox:a mod:i,,trans,,
7895,7896,ta1a2~3,r.w.E,c+nt.w.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],taraw~aE,taraw~aE,PV,be_frightened,pos:verb asp:p vox:a mod:i,,intrans,,
7896,7897,1a2a3,r.w.g,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],rAg-u,rug,PV,evade;dodge;swerve,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7897,7898,1a2a3,r.w.g,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],rAg-u,rAg,PV,evade;dodge;swerve,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7898,7899,1A2a3,r.w.g,c+nt.w.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],rAwag,rAwag,PV,double-cross;deal_fraudulently_with,pos:verb asp:p vox:a mod:i,,trans,,
7899,7900,{i1ota2a3,r.w.H,c+nt.w.c-nt,{i1otA3,{i1otA3,LEXICON,[STEM-PV],{irotAH,{irotAH,PV,be_at_rest;relax;be_satisfied,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
7900,7901,{i1ota2a3,r.w.H,c+nt.w.c-nt,{i1otA3,{i1ota3,LEXICON,[STEM-PV],{irotAH,{irotaH,PV,be_at_rest;relax;be_satisfied,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
7901,7902,{isota1o2a3,r.w.H,c+nt.w.c-nt,{isota1A3,{isota1a3,LEXICON,[STEM-PV],{isotarAH,{isotaraH,PV,rest;relax;calm_down;be_pleased,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7902,7903,{isota1o2a3,r.w.H,c+nt.w.c-nt,{isota1A3,{isota1A3,LEXICON,[STEM-PV],{isotarAH,{isotarAH,PV,rest;relax;calm_down;be_pleased,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7903,7904,{isota1o2a3,r.w.H,c+nt.w.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotarowaH,{isotarowaH,PV,inhale;sniff;be_refreshed,pos:verb asp:p vox:a mod:i,,trans,,
7904,7905,>a1o2a3,r.w.H,c+nt.w.c-nt,>a1A3,>a1a3,LEXICON,[STEM-PV],>arAH,>araH,PV,make_rest;put_at_ease,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
7905,7906,>a1o2a3,r.w.H,c+nt.w.c-nt,>a1A3,>a1A3,LEXICON,[STEM-PV],>arAH,>arAH,PV,make_rest;put_at_ease,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
7906,7907,>a1o2a3,r.w.H,c+nt.w.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>arowaH,>arowaH,PV,smell_bad;stink,pos:verb asp:p vox:a mod:i,,trans,,
