,LINE,STATUS,COUNT,SIGNATURE,LEMMA,DIAC_AR,DIAC,FREQ,QC,Comments,PATTERN,STEM,BW,GLOSS,COND-S,COND-T,PREF-CAT,STEM-CAT,SUFF-CAT,FEATS,DEBUG,COLOR
2577,1286,OK-ONE,1,VERB.I3MP.AI.E0,>aDAf_1,يُضِيفُونَهُ,yuDiyfuwnahu,104,OK,,>a1aAo3,[Dif](0)[Diyf](1)[Daf](2)[DAf](3),y/IV3MP+u/STEM+Diyf/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,add,[u-# trans](0)(1)[u-# intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+hollow+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2578,1754,OK-ONE,1,VERB.I3MP.AI.E0,>aDaj~_1,يُضِجُّونَهُ,yuDij~uwnahu,7,OK,,>a1a2~,[Dij~](0)[Dojij](1)[Daj~](2)[Dojaj](3),y/IV3MP+u/STEM+Dij~/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,be_noisy;clamor,[u-# gem trans](0)[u-# gem intrans](1)(2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+gem+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2579,1650,OK-ONE,1,VERB.I3MP.AI.E0,>adAn_1,يُدِينُونَهُ,yudiynuwnahu,7,OK,,>a1aAo3,[din](0)[diyn](1)[dan](2)[dAn](3),y/IV3MP+u/STEM+diyn/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,condemn;censure,[u-# #n trans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+#n+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2580,1494,OK-ONE,1,VERB.I3MP.AI.E0,>aEolan_1,يُعْلِنُونَهُ,yuEolinuwnahu,152,OK,,>a1o2a3,[Eolin](0)[Eolan](1),y/IV3MP+u/STEM+Eolin/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,announce;declare,[u-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+#n+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2581,1234,OK-ONE,1,VERB.I3MP.AI.E0,>am~an_1,يُؤَمِّنُونَهُ,yu&am~inuwnahu,3,OK,,>a2~a3,[&am~in](0)[&am~an](1),y/IV3MP+u/STEM+&am~in/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,insure;guarantee;secure,[u-# #n trans](0)[u-# >-a# #n intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+#n+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2582,1390,OK-ONE,1,VERB.I3MP.AI.E0,>amin-a_1,يَأمَنُونَهُ,ya>manuwnahu,4,OK,,>a2i3,[man](0)[man](1),y/IV3MP+a>/STEM+man/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,be_safe;be_secure,[a-# >-# #n trans](0)[u-# >-# #n intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+>-#+#n+trans]_[CT:a-#+>-#]_[CF:h-pref],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2583,1338,OK-ONE,1,VERB.I3MP.AI.E0,>aqar~_1,يُقِرُّونَهُ,yuqir~uwnahu,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),y/IV3MP+u/STEM+qir~/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,ratify;accept,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+gem+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2584,2014,OK-ONE,1,VERB.I3MP.AI.E0,>aro>aY_1,يُرْؤُونَهُ,yuro&uwnahu,3,OK,,>a1o>aY,[ro](0)[ro](1),y/IV3MP+u/STEM+ro/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,show;demonstrate,[u-# #-}iy trans](0)[u-# #->ay intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+#-}iy+defective+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-}iy+w-suff+trans]_[CF:#-A'+#-a>+#-uw+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2585,1858,OK-ONE,1,VERB.I3MP.AI.E0,>asA-u_1,يَأسُونَهُ,ya>suwnahu,2,OK,,>a2aA,[s](0)[s](1),y/IV3MP+a>/STEM+s/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,nurse;pacify,[a-# >-# #-uw trans](0)[u-# >-# #-uw intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+>-#+#-uw+defective+trans]_[CT:a-#+>-#]_[CF:h-pref],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-uw+w-suff||y-suff+trans]_[CF:#-A'+#-a>+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+z-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2586,1598,OK-ONE,1,VERB.I3MP.AI.E0,>asA'_1,يُسِيئُونَهُ,yusiy}uwnahu,6,OK,,>a1aAo>,[s](0)[s](1),y/IV3MP+u/STEM+s/IV+iy}/STEM+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,harm;offend,[u-# #-iy' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+#-iy'+hollow+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-iy'+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy+z-suff+c-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2587,2588,OK-ZERO-E0-INTRANS,0,VERB.I1S.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
2588,2589,OK-ZERO-E0-INTRANS,0,VERB.I1P.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
2589,2590,OK-ZERO-E0-INTRANS,0,VERB.I2MS.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
2590,2591,OK-ZERO-E0-INTRANS,0,VERB.I2FS.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
2591,2592,OK-ZERO-E0-INTRANS,0,VERB.I2D.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
2592,2593,OK-ZERO-E0-INTRANS,0,VERB.I2MP.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
2593,2594,OK-ZERO-E0-INTRANS,0,VERB.I2FP.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
2594,2595,OK-ZERO-E0-INTRANS,0,VERB.I3MS.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
2595,2596,OK-ZERO-E0-INTRANS,0,VERB.I3FS.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
2596,2597,OK-ZERO-E0-INTRANS,0,VERB.I3MD.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
2597,2598,OK-ZERO-E0-INTRANS,0,VERB.I3FD.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
2598,2599,OK-ZERO-E0-INTRANS,0,VERB.I3MP.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
2599,2600,OK-ZERO-E0-INTRANS,0,VERB.I3FP.PI.E0,hay~a>_1,,,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),,,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
2600,2066,OK-ONE,1,VERB.I3MP.AI.E0,>asar-i_1,يَأسِرُونَهُ,ya>siruwnahu,2,OK,,>a2a3,[sir](0)[sar](1),y/IV3MP+a>/STEM+sir/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,capture;take_prisoner,[a-# >-# trans](0)[u-# >-# intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+>-#+trans]_[CT:a-#+>-#]_[CF:h-pref],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2601,1910,OK-ONE,1,VERB.I3MP.AI.E0,>ataY-i_1,يَأتُونَهُ,ya>tuwnahu,3,OK,,>a2aY,[t](0)[t](1),y/IV3MP+a>/STEM+t/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,arrive;come;reach,[a-# >-# #-iy trans](0)[u-# >-# #-iy intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+>-#+#-iy+defective+trans]_[CT:a-#+>-#]_[CF:h-pref],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-iy+w-suff||y-suff+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+z-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2602,974,OK-ONE,1,VERB.I3MP.AI.E0,>awoDaH_1,يُوضِحُونَهُ,yuwDiHuwnahu,2431,OK,,>awo2a3,[wDiH](0)[wDaH](1),y/IV3MP+u/STEM+wDiH/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,clarify;explain;indicate,[u-# trans](0)[u-# intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2603,2170,OK-ONE,1,VERB.I3MP.AI.E0,|man_1,يُؤمِنُونَهُ,yu&minuwnahu,2,OK,,>A2a3,[min](0)[man](1),y/IV3MP+u&/STEM+min/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,believe,[u-# >-# #n trans](0)[u-# >-# #n intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+>-#+#n+trans]_[CT:u-#+>-#]_[CF:h-pref],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2604,766,OK-ONE,1,VERB.I3MP.AI.E0,$A'-a_1,يَشاؤُونَهُ,ya$A&uwnahu,2,OK,,1aAo>,[$](0)[$](1),y/IV3MP+a/STEM+$/IV+A&/STEM+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,want;desire;wish,[a-# #-A' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#-A'+hollow+trans]_[CT:a-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-A'+w-suff+trans]_[CF:#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+y-suff+z-suff||A-suff+c-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2605,662,OK-ONE,1,VERB.I3MP.AI.E0,$an~-u_1,يَشُنُّونَهُ,ya$un~uwnahu,17,OK,,1a2~,[$un~](0)[$onun](1)[$an~](2)[$onan](3),y/IV3MP+a/STEM+$un~/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,wage;launch,[a-# #n gem trans](0)(1)[u-# #n gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#n+gem+trans]_[CT:a-#+v-suff]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2606,1182,OK-ONE,1,VERB.I3MP.AI.E0,bada>-a_1,يَبْدَؤُونَهُ,yaboda&uwnahu,63,OK,,1a2a>,[bod](0)[bod](1),y/IV3MP+a/STEM+bod/IV+a&/STEM+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,start;begin,[a-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#-a>+trans]_[CT:a-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-a>+w-suff+trans]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+u-suff+y-suff+A-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2607,1130,OK-ONE,1,VERB.I3MP.AI.E0,baqiy-a_1,يَبْقَونَهُ,yaboqawnahu,253,OK,,1a2iy,[boq](0)[boq](1),y/IV3MP+a/STEM+boq/IV+awna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,remain;last,[a-# #-aY trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#-aY+defective+trans]_[CT:a-#]_[CF:>-#],S:[I3MP.I]_[CS:w-suff+enc0]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2608,1078,OK-ONE,1,VERB.I3MP.AI.E0,daEA-u_1,يَدْعُونَهُ,yadoEuwnahu,132,OK,,1a2aA,[doE](0)[doE](1),y/IV3MP+a/STEM+doE/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,call;invite,[a-# #-uw trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#-uw+defective+trans]_[CT:a-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-uw+w-suff||y-suff+trans]_[CF:#-A'+#-a>+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+z-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2609,1026,OK-ONE,1,VERB.I3MP.AI.E0,EAnaY_1,يُعانُونَهُ,yuEAnuwnahu,180,OK,,1A2aY,[EAn](0)[EAn](1),y/IV3MP+u/STEM+EAn/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,suffer,[u-# #-iy trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+#-iy+defective+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-iy+w-suff||y-suff+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+z-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2610,2430,OK-ONE,1,VERB.I3MP.AI.E0,fAja>_1,يُفاجِئُونَهُ,yufAji}uwnahu,25,OK,,1A2a>,[fAji}](0)[fAj](1),y/IV3MP+u/STEM+fAji}/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,surprise,[u-# trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2611,2638,OK-ONE,1,VERB.I3MP.AI.E0,Hay~-a_1,يَحْيَيَونَهُ,yaHoyayawnahu,2,OK,,1ay~,[Hoy](0)[Hoy](1),y/IV3MP+a/STEM+Hoy/IV+ay/STEM+awna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,live;experience;witness,[a-# #-aA trans](0)[u-# #-aA intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#-aA+defective+trans]_[CT:a-#]_[CF:>-#],S:[I3MP.I]_[CS:w-suff+enc0]_[CT:#-aA+#-aY||#-aA+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+z-suff+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2612,2586,OK-ONE,1,VERB.I3MP.AI.E0,hay~a>_1,يُهَيَّؤُونَهُ,yuhay~a&uwnahu,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),y/IV3MP+u/STEM+hay~/IV+a&/STEM+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,mobilize;prepare,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:u-#+#-a>+trans]_[CT:u-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-a>+w-suff+trans]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+u-suff+y-suff+A-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
2613,2482,OK-ONE,1,VERB.I3MP.AI.E0,jA'_1,يَجِيئُونَهُ,yajiy}uwnahu,3,OK,,1aAo>,[j](0)[j](1),y/IV3MP+a/STEM+j/IV+iy}/STEM+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,arrive;come;occur,[a-# #-iy' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#-iy'+hollow+trans]_[CT:a-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:#-iy'+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy+z-suff+c-suff+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
